title,category,nltk_len,spacy_len,spacy_embed_len
Kelly trails new discipline power,bbc_politics,21,25,25
Talks aim to avert pension strike,bbc_politics,18,20,20
Blair says UK tsunami aid to soar,bbc_politics,23,29,30
NHS waiting time target is cut,bbc_politics,24,28,28
UK firms 'embracing e-commerce',bbc_politics,11,12,12
Campaign 'cold calls' questioned,bbc_politics,23,27,27
Kennedy predicts bigger turnout,bbc_politics,12,14,14
Parties build up poll war chests,bbc_politics,19,21,21
Labour's core support takes stock,bbc_politics,38,40,41
'Super union' merger plan touted,bbc_politics,7,8,8
Tory leader urges Harry apology,bbc_politics,16,18,18
Ban on hunting comes into force,bbc_politics,15,20,20
MPs to debate 'euthanasia laws',bbc_politics,21,27,27
Lib Dems 'to target stamp duty',bbc_politics,10,12,12
Lords wrong on detainees - Straw,bbc_politics,18,23,24
UK plan to deport terror suspects,bbc_politics,18,20,21
Hague 'given up' his PM ambition,bbc_politics,13,15,16
Blair pledges unity to Labour MPs,bbc_politics,19,23,24
Whitehall shredding increasing - Tories,bbc_politics,17,21,21
Blair Labour's longest-serving PM,bbc_politics,12,14,15
Kilroy-Silk quits 'shameful' UKIP,bbc_politics,16,21,22
Mandelson warns BBC on Campbell,bbc_politics,14,17,17
Lib Dems' 'bold' election policy,bbc_politics,16,20,20
Could rivalry overshadow election?,bbc_politics,25,34,34
Sport betting rules in spotlight,bbc_politics,13,15,15
More reforms ahead says Milburn,bbc_politics,22,26,26
Brown hits back in Blair rift row,bbc_politics,14,17,17
Tory backing for ID cards,bbc_politics,15,18,18
Citizenship event for 18s touted,bbc_politics,20,23,23
Strike threat over pension plans,bbc_politics,23,24,25
Tories plan migrant health checks,bbc_politics,24,27,27
Straw attacked on China arms,bbc_politics,18,23,24
Hague's six-figure earnings shown,bbc_politics,21,25,25
Immigration to be election issue,bbc_politics,13,17,17
Tory 'stalking horse' Meyer dies,bbc_politics,9,10,10
UK youth 'interested' in politics,bbc_politics,7,7,8
Kennedy begins pre-election tour,bbc_politics,14,15,18
Schools to take part in mock poll,bbc_politics,10,12,12
Defiant hunts put ban to the test,bbc_politics,19,27,27
MPs issued with Blackberry threat,bbc_politics,6,8,8
Parties warned over 'grey vote',bbc_politics,10,12,12
England children's tsar appointed,bbc_politics,10,11,11
'More to do' on adult literacy,bbc_politics,24,27,27
McConnell in 'drunk' remark row,bbc_politics,19,21,21
Teens 'know little' of politics,bbc_politics,8,9,9
Councils prepare to set tax rises,bbc_politics,22,24,24
Brown in appeal for Labour unity,bbc_politics,26,29,29
Blair blasts Tory spending plans,bbc_politics,22,25,26
Tories leave door open for Archer,bbc_politics,13,15,16
UKIP MEP attacked German 'empire',bbc_politics,31,33,33
UKIP candidate suspended in probe,bbc_politics,18,19,20
Amnesty chief laments war failure,bbc_politics,18,22,22
Brown and Blair face new rift claims,bbc_politics,20,26,26
Army chiefs in regiments decision,bbc_politics,16,19,19
MSPs hear renewed climate warning,bbc_politics,11,14,14
Job cuts 'false economy'  - TUC,bbc_politics,12,13,13
Russian ex-spy on hunger strike,bbc_politics,21,24,25
Student 'fee factor' played down,bbc_politics,16,18,18
Brown to outline presidency goals,bbc_politics,22,27,27
Jowell rejects 'Las Vegas' jibe,bbc_politics,13,15,15
MPs tout Lords replacement plan,bbc_politics,23,25,25
UKIP could sue Veritas defectors,bbc_politics,11,13,13
Labour attacked on Howard poster,bbc_politics,20,23,24
Manchester wins Labour conference,bbc_politics,10,13,13
Iraq advice claim sparks new row,bbc_politics,19,23,25
Labour in constituency race row,bbc_politics,10,13,13
Retirement age could be scrapped,bbc_politics,11,14,14
End Bush 'denial' Blair tells EU,bbc_politics,23,25,26
Blair and Blunkett Sheffield trip,bbc_politics,15,19,19
Nuclear strike 'key terror risk',bbc_politics,12,15,14
UK's 'useless' quangos under fire,bbc_politics,18,22,23
Vouchers 'to cut winter deaths',bbc_politics,7,8,8
Research fears over Kelly's views,bbc_politics,20,24,24
What the election should really be about?,bbc_politics,60,78,79
What really divides the parties,bbc_politics,12,13,13
Boothroyd calls for Lords speaker,bbc_politics,13,15,15
Kilroy launches 'Veritas' party,bbc_politics,93,124,127
Hague 'given up' his PM ambition,bbc_politics,13,15,16
'Super union' merger plan touted,bbc_politics,7,8,8
Student 'inequality' exposed,bbc_politics,19,24,24
Blair 'said he would stand down',bbc_politics,18,23,25
Howard unveils Tory asylum plans,bbc_politics,22,25,25
Kennedy calls for Iraq exit plans,bbc_politics,9,11,11
Asylum children to face returns,bbc_politics,24,28,28
MPs quiz aides over royal income,bbc_politics,11,11,11
Scots smoking ban details set out,bbc_politics,24,27,27
Bid to cut court witness stress,bbc_politics,18,20,20
Blair told to double overseas aid,bbc_politics,20,22,22
Wales 'must learn health lessons',bbc_politics,19,22,22
Milburn defends poster campaign,bbc_politics,13,17,18
Prime minister's questions,bbc_politics,15,16,17
Goldsmith denies war advice claim,bbc_politics,27,31,31
Kilroy names election seat target,bbc_politics,18,22,22
UKIP candidate suspended,bbc_politics,18,19,20
Peace demo appeal rejected,bbc_politics,12,14,14
"Lord Scarman, 93, dies peacefully",bbc_politics,18,20,21
MPs criticise child access system,bbc_politics,13,16,17
Tory leader 'cleared' over work,bbc_politics,11,14,14
'Fido' to be taken off vote lists,bbc_politics,18,22,22
New 'yob' targets to be unveiled,bbc_politics,14,19,19
Howard backs stem cell research,bbc_politics,20,22,22
Blair dismisses quit claim report,bbc_politics,24,28,28
Kennedy to make temple address,bbc_politics,12,13,13
Terror powers expose 'tyranny',bbc_politics,197,240,246
Kennedy's cautious optimism,bbc_politics,23,27,28
Mobiles rack up 20 years of use,bbc_tech,21,23,24
Broadband steams ahead in the US,bbc_tech,7,9,9
EA to take on film and TV giants,bbc_tech,23,25,25
Microsoft releases patches,bbc_tech,13,15,15
China 'to overtake US net use',bbc_tech,22,25,25
'No re-draft' for EU patent law,bbc_tech,11,14,14
Games maker fights for survival,bbc_tech,17,20,20
Honour for UK games maker,bbc_tech,18,20,20
Commodore finds new lease of life,bbc_tech,11,15,15
More women turn to net security,bbc_tech,24,28,28
Speak easy plan for media players,bbc_tech,15,17,17
US peer-to-peer pirates convicted,bbc_tech,13,14,14
Sony PSP console hits US in March,bbc_tech,8,10,10
Broadband in the UK growing fast,bbc_tech,16,20,20
Bush website blocked outside US,bbc_tech,14,17,17
Pompeii gets digital make-over,bbc_tech,15,18,18
Domain system scam fear,bbc_tech,20,22,22
US peer-to-peer pirates convicted,bbc_tech,13,14,14
Concern over RFID tags,bbc_tech,17,19,19
Tech helps disabled speed demons,bbc_tech,23,28,28
Napster offers rented music to go,bbc_tech,16,19,19
Big war games battle it out,bbc_tech,29,36,36
Souped-up wi-fi is on the horizon,bbc_tech,22,24,24
Speech takes on search engines,bbc_tech,19,23,23
"Gamer buys $26,500 virtual land",bbc_tech,12,13,13
Voters flock to blog awards site,bbc_tech,21,26,26
Rich pickings for hi-tech thieves,bbc_tech,23,26,26
Digital guru floats sub-$100 PC,bbc_tech,16,17,17
Camera phones are 'must-haves',bbc_tech,26,31,32
Joke e-mail virus tricks users,bbc_tech,12,20,20
Rivals of the Â£400 Apple...,bbc_tech,42,63,62
Warning over tsunami aid website,bbc_tech,20,24,24
Intel unveils laser breakthrough,bbc_tech,18,20,20
Britons fed up with net service,bbc_tech,14,17,17
Junk e-mails on relentless rise,bbc_tech,9,10,10
Apple Mac mini gets warm welcome,bbc_tech,40,45,45
Fast moving phone bugs appear,bbc_tech,12,15,15
Blogger grounded by her airline,bbc_tech,36,40,40
Ask Jeeves joins web log market,bbc_tech,18,20,20
Google launches TV search service,bbc_tech,16,18,18
Latest Opera browser gets vocal,bbc_tech,17,19,19
Apple sues to stop product leaks,bbc_tech,9,11,11
Apple unveils low-cost 'Mac mini',bbc_tech,18,20,20
World tour for top video gamers,bbc_tech,18,20,20
EU software patent law delayed,bbc_tech,10,12,12
Rings of steel combat net attacks,bbc_tech,30,35,35
Broadband soars in 2004,bbc_tech,25,30,30
Blogs take on the mainstream,bbc_tech,26,31,31
Gadget growth fuels eco concerns,bbc_tech,37,40,40
Kenyan school turns to handhelds,bbc_tech,25,26,26
Web logs aid disaster recovery,bbc_tech,43,45,46
Portable PlayStation ready to go,bbc_tech,12,15,15
Looks and music to drive mobiles,bbc_tech,26,28,29
Format wars could 'confuse users',bbc_tech,25,30,30
Latest Opera browser gets vocal,bbc_tech,17,19,19
Mobile games come of age,bbc_tech,39,45,47
Mobiles get set for visual radio,bbc_tech,20,24,24
Hotspot users gain free net calls,bbc_tech,10,12,12
Viewers to be able to shape TV,bbc_tech,24,28,28
Pandas benefit from wireless net,bbc_tech,12,15,15
Tough rules for ringtone sellers,bbc_tech,28,31,31
'Evil twin' fear for wireless net,bbc_tech,24,26,27
Mobiles rack up 20 years of use,bbc_tech,21,23,24
Half of UK's mobiles 'go online',bbc_tech,16,18,18
US hacker breaks into T-Mobile,bbc_tech,11,13,13
Apple sues 'Tiger' file sharers,bbc_tech,13,16,16
Napster offers rented music to go,bbc_tech,16,19,19
The year search became personal,bbc_tech,32,35,35
US state acts to stop 'spammers',bbc_tech,17,20,19
Mobiles 'not media players yet',bbc_tech,27,31,31
Yahoo celebrates a decade online,bbc_tech,11,14,14
Games enter the classroom,bbc_tech,25,30,31
Halo fans' hope for sequel,bbc_tech,26,33,32
Sony wares win innovation award,bbc_tech,11,16,16
Nuclear body seeks new tech,bbc_tech,15,18,18
What high-definition will do to DVDs,bbc_tech,43,45,45
How to make a greener computer,bbc_tech,21,27,28
Gamers could drive high-definition,bbc_tech,32,35,35
Web radio takes Spanish rap global,bbc_tech,38,43,44
Games 'deserve a place in class',bbc_tech,17,20,20
Podcasts mark rise of DIY radio,bbc_tech,49,54,58
Firefox browser takes on Microsoft,bbc_tech,25,29,29
Telewest to challenge Sky Plus,bbc_tech,11,14,14
Looks and music to drive mobiles,bbc_tech,26,28,29
BT boosts its broadband packages,bbc_tech,17,19,20
Windows worm travels with Tetris,bbc_tech,13,15,15
Blinx sequel purrs nicely,bbc_tech,11,16,16
Rings of steel combat net attacks,bbc_tech,30,35,35
How to make a gigapixel picture,bbc_tech,17,21,22
Europe backs digital TV lifestyle,bbc_tech,17,20,20
Robotic pods take on car design,bbc_tech,33,37,37
Microsoft seeking spyware trojan,bbc_tech,7,10,10
Finding new homes for old phones,bbc_tech,21,24,25
Call for action on internet scam,bbc_tech,52,69,71
Microsoft debuts security tools,bbc_tech,18,20,20
Doors open at biggest gadget fair,bbc_tech,26,28,28
Cabs collect mountain of mobiles,bbc_tech,19,22,22
Digital UK driven by net and TV,bbc_tech,22,26,27
Broadband set to revolutionise TV,bbc_tech,32,37,38
Game makers get Xbox 2 sneak peek,bbc_tech,14,17,17
Confusion over high-definition TV,bbc_tech,34,37,37
Commodore finds new lease of life,bbc_tech,11,15,15
Microsoft gets the blogging bug,bbc_tech,11,13,13
US duo in first spam conviction,bbc_tech,15,17,17
Screensaver tackles spam websites,bbc_tech,23,25,25
Global blogger action day called,bbc_tech,32,36,36
China net cafe culture crackdown,bbc_tech,16,19,19
More power to the people says HP,bbc_tech,25,29,29
Anti-spam screensaver scrapped,bbc_tech,15,18,18
Computer grid to help the world,bbc_tech,12,15,16
TV future in the hands of viewers,bbc_tech,28,31,32
Remote control rifle range debuts,bbc_tech,21,23,23
EU software patent law faces axe,bbc_tech,11,13,13
Piero gives rugby perspective,bbc_tech,17,20,20
Halo 2 sells five million copies,bbc_tech,12,14,14
Gadgets galore on show at fair,bbc_tech,47,48,49
ITunes user sues Apple over iPod,bbc_tech,13,15,15
Mobile multimedia slow to catch on,bbc_tech,27,30,29
Bad e-mail habits sustains spam,bbc_tech,17,20,20
T-Mobile bets on 'pocket office',bbc_tech,18,20,20
California sets fines for spyware,bbc_tech,14,16,16
Sony PSP handheld console hits US,bbc_tech,19,22,22
Camera phones are 'must-haves',bbc_tech,26,31,32
Microsoft gets the blogging bug,bbc_tech,11,13,13
Broadband in the UK growing fast,bbc_tech,16,20,20
When technology gets personal,bbc_tech,39,43,43
Open source leaders slam patents,bbc_tech,13,15,15
Ink helps drive democracy in Asia,bbc_tech,24,32,32
Xbox power cable 'fire fear',bbc_tech,13,14,14
Gangsters dominate gaming chart,bbc_tech,21,21,21
Cyber criminals step up the pace,bbc_tech,17,20,20
Search sites get closer to users,bbc_tech,21,26,26
How to smash a home computer,bbc_tech,10,12,12
Security warning over 'FBI virus',bbc_tech,11,11,11
UK net users leading TV downloads,bbc_tech,25,28,28
Technology gets the creative bug,bbc_tech,32,37,37
Freeze on anti-spam campaign,bbc_tech,16,20,20
'Brainwave' cap controls computer,bbc_tech,13,16,16
'Ultimate game' award for Doom 3,bbc_tech,15,17,17
Spam e-mails tempt net shoppers,bbc_tech,13,15,15
Losing yourself in online gaming,bbc_tech,115,138,149
Long life promised for laptop PCs,bbc_tech,22,25,25
Software watching while you work,bbc_tech,15,18,19
Text message record smashed again,bbc_tech,15,16,16
US cyber security chief resigns,bbc_tech,13,16,15
Rolling out next generation's net,bbc_tech,44,46,47
Be careful how you code,bbc_tech,38,44,44
Casual gaming to 'take off',bbc_tech,14,20,20
Who do you think you are?,bbc_tech,28,34,34
Broadband challenges TV viewing,bbc_tech,13,17,17
Digital guru floats sub-$100 PC,bbc_tech,16,17,17
Google's toolbar sparks concern,bbc_tech,20,24,22
Movie body hits peer-to-peer nets,bbc_tech,16,17,18
Row brewing over peer-to-peer ads,bbc_tech,26,30,30
Lifestyle 'governs mobile choice',bbc_tech,27,31,31
Gamers snap up new Sony PSP,bbc_tech,7,9,9
British Library gets wireless net,bbc_tech,15,18,18
Toxic web links help virus spread,bbc_tech,18,24,24
Wi-fi web reaches farmers in Peru,bbc_tech,22,28,28
IBM puts cash behind Linux push,bbc_tech,10,12,12
Multi-purpose TV aids India,bbc_tech,42,44,47
Gadget show heralds MP3 Christmas,bbc_tech,15,19,18
'Brainwave' cap controls computer,bbc_tech,13,16,16
What price for 'trusted PC security'?,bbc_tech,35,41,41
Court mulls file-sharing future,bbc_tech,23,27,27
'Podcasters' look to net money,bbc_tech,55,58,59
Local net TV takes off in Austria,bbc_tech,17,18,18
France starts digital terrestrial,bbc_tech,29,31,31
Gizmondo gadget hits the shelves,bbc_tech,17,21,21
Europe backs digital TV lifestyle,bbc_tech,17,20,20
Supercomputer breaks speed record,bbc_tech,36,40,40
Musical future for phones,bbc_tech,29,34,35
UK pioneers digital film network,bbc_tech,21,23,24
Microsoft releases bumper patches,bbc_tech,13,15,15
Millions to miss out on the net,bbc_tech,17,22,22
UK broadband gets speed injection,bbc_tech,16,20,20
Go-ahead for new internet names,bbc_tech,8,11,11
Britons growing 'digitally obese',bbc_tech,20,22,22
Mobile multimedia slow to catch on,bbc_tech,28,30,29
Mobile picture power in your pocket,bbc_tech,21,26,26
Sun offers processing by the hour,bbc_tech,11,15,14
Microsoft seeking spyware trojan,bbc_tech,7,10,10
Ban hits Half-Life 2 pirates hard,bbc_tech,19,24,24
Mobiles double up as bus tickets,bbc_tech,9,12,12
File-swappers ready new network,bbc_tech,30,35,35
Text messages aid disaster recovery,bbc_tech,36,40,41
BT program to beat dialler scams,bbc_tech,16,18,18
Mobile music challenges 'iPod age',bbc_tech,38,41,42
The pirates with no profit motive,bbc_tech,38,42,42
Domain system opens door to scams,bbc_tech,20,22,22
Net fingerprints combat attacks,bbc_tech,17,20,20
Microsoft plans 'safer ID' system,bbc_tech,18,20,19
Sony PSP tipped as a 'must-have',bbc_tech,12,14,14
Apple makes blogs reveal sources,bbc_tech,15,18,18
Tough rules for ringtone sellers,bbc_tech,28,31,31
New consoles promise big problems,bbc_tech,44,51,52
Putting a face to 'Big Brother',bbc_tech,23,28,28
Online games play with politics,bbc_tech,20,23,24
US blogger fired by her airline,bbc_tech,25,29,30
Swap offer for pirated Windows XP,bbc_tech,12,15,15
US woman sues over cartridges,bbc_tech,9,11,12
Lasers help bridge network gaps,bbc_tech,20,22,23
Man auctions ad space on forehead,bbc_tech,10,12,12
Internet boom for gift shopping,bbc_tech,28,33,33
Halo 2 heralds traffic explosion,bbc_tech,12,16,16
Microsoft takes on desktop search,bbc_tech,10,11,11
Satellite mapping aids Darfur relief,bbc_tech,18,22,22
Iran jails blogger for 14 years,bbc_tech,16,20,20
Britons fed up with net service,bbc_tech,14,17,17
Apple laptop is 'greatest gadget',bbc_tech,65,84,87
Mobile gig aims to rock 3G,bbc_tech,14,16,16
New browser wins over net surfers,bbc_tech,18,21,21
US top of supercomputing charts,bbc_tech,15,20,20
Games win for Blu-ray DVD format,bbc_tech,31,33,34
2D Metal Slug offers retro fun,bbc_tech,11,14,14
Sun offers processing by the hour,bbc_tech,11,15,14
TV's future down the phone line,bbc_tech,38,42,42
Ultra fast wi-fi nears completion,bbc_tech,13,16,16
Have hackers recruited your PC?,bbc_tech,21,25,25
Hitachi unveils 'fastest robot',bbc_tech,24,25,27
'No re-draft' for EU patent law,bbc_tech,12,15,15
Cebit fever takes over Hanover,bbc_tech,37,41,42
Kenyan school turns to handhelds,bbc_tech,25,26,26
A decade of good website design,bbc_tech,27,29,29
No half measures with Half-Life 2,bbc_tech,43,51,51
Players sought for $1m prize,bbc_tech,20,23,26
Smartphones suffer Skulls attack,bbc_tech,13,16,16
Consumers 'snub portable video',bbc_tech,15,18,18
Virus poses as Christmas e-mail,bbc_tech,10,14,14
Security scares spark browser fix,bbc_tech,20,23,23
UK gets official virus alert site,bbc_tech,21,24,24
Media gadgets get moving,bbc_tech,29,33,33
Google to scan famous libraries,bbc_tech,17,20,20
BBC web search aids odd queries,bbc_tech,15,17,15
Millions to miss out on the net,bbc_tech,17,22,22
PlayStation 3 chip to be unveiled,bbc_tech,15,18,18
